Yr,WofY,AllVisits,RespFeverILI,pctRespFeverILI,Week,WeekEnding,Syn2,Syn3,pctSyn2,pctSyn3
2012,4,40236,4941,0.122800477,420,28/01/2012,1050,3895,0.026096033,0.096803857
2012,5,40573,5582,0.137579178,421,04/02/2012,1110,4475,0.027358095,0.110295024
2012,6,42348,6134,0.144847454,422,11/02/2012,1241,4899,0.029304808,0.11568433
2012,7,43424,6499,0.14966378,423,18/02/2012,1360,5135,0.031319086,0.118252579
2012,8,45967,7847,0.170709422,424,25/02/2012,1619,6233,0.035220919,0.135597276
2012,9,44059,7334,0.166458612,425,03/03/2012,1607,5723,0.036473819,0.129894006
2012,10,44007,7388,0.167882382,426,10/03/2012,1556,5848,0.035358011,0.13288795
2012,11,44380,7552,0.170166742,427,17/03/2012,1701,5866,0.038328076,0.132176656
2012,12,45681,6924,0.151572864,428,24/03/2012,1554,5384,0.03401852,0.117860817
2012,13,42416,5527,0.130304602,429,31/03/2012,1058,4475,0.024943418,0.105502641
2012,14,42857,5783,0.134937116,430,07/04/2012,1182,4603,0.027580092,0.107403691
2012,15,43742,6044,0.138173838,431,14/04/2012,1177,4873,0.026907777,0.111403228
2012,16,43703,5710,0.130654646,432,21/04/2012,1129,4577,0.025833467,0.104729652
2012,17,42547,5206,0.122358803,433,28/04/2012,1080,4131,0.025383693,0.097092627
2012,18,42801,4950,0.115651503,434,05/05/2012,994,3946,0.023223756,0.092194108
2012,19,44238,4907,0.110922736,435,12/05/2012,1044,3880,0.02359962,0.087707401
2012,20,44457,4688,0.10545021,436,19/05/2012,916,3777,0.020604179,0.084958499
2012,21,45911,4657,0.101435386,437,26/05/2012,1008,3656,0.021955523,0.079632332
2012,22,44267,4170,0.094201098,438,02/06/2012,885,3294,0.019992319,0.07441209
2012,23,43812,3977,0.090774217,439,09/06/2012,868,3111,0.019811924,0.071007943
2012,24,44499,4134,0.092900964,440,16/06/2012,1023,3090,0.022989281,0.069439763
2012,25,44665,4251,0.095175193,441,23/06/2012,1048,3200,0.023463562,0.071644464
2012,26,45093,4320,0.095802009,442,30/06/2012,1117,3205,0.024771029,0.071075333
2012,27,46715,4639,0.099304292,443,07/07/2012,1168,3467,0.025002676,0.074215991
2012,28,45448,4287,0.094327583,444,14/07/2012,1106,3179,0.024335504,0.069948073
2012,29,45931,4201,0.091463282,445,21/07/2012,1035,3156,0.022533801,0.068711763
2012,30,45255,3826,0.084543144,446,28/07/2012,1006,2807,0.022229588,0.062026295
2012,31,45432,3801,0.083663497,447,04/08/2012,981,2806,0.02159271,0.061762634
2012,32,45818,3804,0.083024139,448,11/08/2012,939,2885,0.020494129,0.06296652
2012,33,44031,3471,0.078830824,449,18/08/2012,865,2566,0.01964525,0.058277123
2012,34,44273,3392,0.076615544,450,25/08/2012,938,2456,0.021186728,0.055473991
2012,35,44815,3542,0.079036037,451,01/09/2012,926,2591,0.020662725,0.057815464
2012,36,44280,3717,0.083943089,452,08/09/2012,901,2828,0.020347787,0.063866305
2012,37,43009,3813,0.088655863,453,15/09/2012,847,2945,0.019693553,0.06847404
2012,38,42736,4272,0.099962561,454,22/09/2012,874,3426,0.020451142,0.080166604
2012,39,42189,4653,0.110289412,455,29/09/2012,923,3726,0.021877741,0.08831686
2012,40,45053,4863,0.107939538,456,06/10/2012,952,3920,0.021130668,0.087008634
2012,41,43142,5161,0.119628205,457,13/10/2012,939,4249,0.021765333,0.098488712
2012,42,43916,4786,0.108980781,458,20/10/2012,928,3859,0.021131251,0.087872302
2012,43,43263,4735,0.109446871,459,27/10/2012,893,3847,0.020641195,0.088921249
2012,44,42111,4724,0.112179716,460,03/11/2012,931,3808,0.022108238,0.090427679
2012,45,42815,5217,0.121849819,461,10/11/2012,1060,4203,0.024757678,0.09816653
2012,46,42953,5445,0.126766466,462,17/11/2012,1046,4387,0.024352199,0.102134892
2012,47,42536,5581,0.131206507,463,24/11/2012,1091,4504,0.025648862,0.105886778
2012,48,41674,5852,0.140423286,464,01/12/2012,1145,4730,0.027475164,0.113500024
2012,49,43738,6844,0.156477205,465,08/12/2012,1450,5417,0.03315195,0.123851113
2012,50,44089,7786,0.176597337,466,15/12/2012,1679,6151,0.038082061,0.139513257
2012,51,45679,8818,0.193042755,467,22/12/2012,1941,6925,0.042492174,0.151601392
2012,52,49459,12323,0.249155866,468,29/12/2012,2557,9914,0.051699387,0.200448857
2013,1,35036,7091,0.202391826,469,05/01/2013,2009,8676,0.057341021,0.247631008
2013,2,43796,7122,0.162617591,470,12/01/2013,1528,5641,0.034889031,0.128801717
2013,3,41598,6022,0.144766575,471,19/01/2013,1397,4669,0.033583345,0.112240973
2013,4,39377,5627,0.142900678,472,26/01/2013,1201,4473,0.030500038,0.11359423
2013,5,43226,5835,0.134988202,473,02/02/2013,1212,4665,0.02803868,0.107921159
2013,6,43409,6211,0.143080928,474,09/02/2013,1216,5038,0.028012624,0.116058882
2013,7,46047,6192,0.134471301,475,16/02/2013,1148,5061,0.024931049,0.10990944
2013,8,46329,6376,0.137624382,476,23/02/2013,1220,5223,0.026333398,0.112737162
2013,9,46073,6163,0.13376598,477,02/03/2013,1134,5043,0.024613114,0.109456732
2013,10,46654,6350,0.136108372,478,09/03/2013,1218,5201,0.026107086,0.111480259
2013,11,46048,6410,0.139202571,479,16/03/2013,1212,5227,0.026320361,0.113511987
2013,12,46474,5819,0.125209795,480,23/03/2013,1106,4729,0.023798253,0.10175582
2013,13,46759,5853,0.125173763,481,30/03/2013,1156,4725,0.024722513,0.101050065
2013,14,46912,5899,0.125746078,482,06/04/2013,1228,4706,0.026176671,0.100315484
2013,15,46169,5547,0.120145552,483,13/04/2013,1133,4450,0.024540276,0.09638502
2013,16,45999,5348,0.116263397,484,20/04/2013,1137,4235,0.024717929,0.092067219
2013,17,46527,5247,0.112773228,485,27/04/2013,1166,4121,0.025060717,0.088572227
2013,18,47617,5062,0.106306571,486,04/05/2013,1125,3969,0.023626016,0.083352584
2013,19,49711,5117,0.102934964,487,11/05/2013,1130,4015,0.022731387,0.080766832
2013,20,45764,4675,0.102154532,488,18/05/2013,1029,3689,0.022484923,0.080609212
2013,21,48697,4859,0.099780274,489,25/05/2013,1103,3804,0.022650266,0.078115695
2013,22,48604,4417,0.090877294,490,01/06/2013,1064,3393,0.021891202,0.069809069
2013,23,51629,4631,0.089697651,491,08/06/2013,1079,3549,0.020899107,0.068740437
2013,24,53796,4824,0.089672095,492,15/06/2013,1265,3550,0.023514759,0.065990036
2013,25,53580,4832,0.090182904,493,22/06/2013,1236,3600,0.023068309,0.06718925
2013,26,56945,5168,0.090754237,494,29/06/2013,1399,3788,0.024567565,0.066520327
2013,27,57549,5694,0.098941771,495,06/07/2013,1447,4296,0.025143791,0.074649429
2013,28,56716,5127,0.090397771,496,13/07/2013,1415,3716,0.024948868,0.06551943
2013,29,58338,5086,0.087181597,497,20/07/2013,1419,3670,0.024323768,0.062909253
2013,30,59307,4959,0.083615762,498,27/07/2013,1243,3688,0.02095874,0.062184902
2013,31,57548,4325,0.075154654,499,03/08/2013,1231,3108,0.021390839,0.05400709
2013,32,58441,4355,0.074519601,500,10/08/2013,1226,3130,0.020978423,0.05355829
2013,33,56247,4089,0.072697211,501,17/08/2013,1172,2874,0.020836667,0.051096058
2013,34,57181,4103,0.071754604,502,24/08/2013,1127,2949,0.019709344,0.051573075
2013,35,56518,4223,0.074719558,503,31/08/2013,1119,3089,0.019799002,0.054655154
2013,36,58081,4434,0.076341661,504,07/09/2013,1137,3313,0.019576109,0.057041029
2013,37,60292,4611,0.076477808,505,14/09/2013,1091,3519,0.01809527,0.058365952
2013,38,64364,5810,0.090267852,506,21/09/2013,1295,4493,0.020119943,0.069806103
2013,39,61955,6117,0.098732951,507,28/09/2013,1204,4932,0.01943346,0.079606166
2013,40,62446,6254,0.10015053,508,05/10/2013,1241,5029,0.01987317,0.080533581
2013,41,63945,6396,0.100023458,509,12/10/2013,1396,5071,0.021831261,0.079302526
2013,42,61731,6501,0.105311756,510,19/10/2013,1409,5247,0.022824837,0.084997813
2013,43,59696,6001,0.100525998,511,26/10/2013,1223,4836,0.020487135,0.081010453
2013,44,58573,5858,0.100011951,512,02/11/2013,1243,4696,0.021221382,0.080173459
2013,45,58688,5842,0.099543348,513,09/11/2013,1207,4769,0.020566385,0.081260224
2013,46,58932,6193,0.105087219,514,16/11/2013,1251,5004,0.021227856,0.084911423
2013,47,57127,5992,0.104889107,515,23/11/2013,1214,4775,0.021250897,0.083585695
2013,48,55198,6112,0.11072865,516,30/11/2013,1211,4706,0.021939201,0.085256712
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
