"","Yr","WofY","AllVisits","RespFeverILI","pctRespFeverILI","Week","WeekEnding","Syn2","Syn3","pctSyn2","pctSyn3","fit","lwr","upr"
"1",2004,1,1054,212,0.20113852,1,"03/01/2004",90,412,0.085388994,0.390891841,0.124999527254557,0.116271181456066,0.133727873053047
"2",2004,2,2014,317,0.157398213,2,"10/01/2004",60,257,0.02979146,0.127606753,0.126886698362554,0.118078597502638,0.135694799222469
"3",2004,3,2037,243,0.119293078,3,"17/01/2004",46,197,0.022582229,0.096710849,0.12831729843164,0.119488909447539,0.137145687415742
"4",2004,4,1991,257,0.129080864,4,"24/01/2004",48,209,0.024108488,0.104972376,0.129271224039171,0.120482731422676,0.138059716655667
"5",2004,5,1956,290,0.148261759,5,"31/01/2004",47,243,0.02402863,0.124233129,0.129735319180592,0.121046551820771,0.138424086540413
"6",2004,6,2033,271,0.133300541,6,"07/02/2004",44,227,0.021642892,0.111657649,0.129703567113612,0.121172935337939,0.138234198889286
"7",2004,7,2117,327,0.154463864,7,"14/02/2004",35,292,0.016532829,0.137931034,0.129177178095856,0.120860627854883,0.137493728336828
"8",2004,8,2114,366,0.173131504,8,"21/02/2004",54,312,0.025543992,0.147587512,0.128164571736579,0.120114562125397,0.136214581347761
"9",2004,9,2229,362,0.162404666,9,"28/02/2004",60,302,0.0269179,0.135486765,0.126681254219809,0.118945763077006,0.134416745362611
"10",2004,10,2291,411,0.179397643,10,"06/03/2004",49,362,0.02138804,0.158009603,0.124749592189263,0.117371152330127,0.132128032048399
"11",2004,11,2313,395,0.170773887,11,"13/03/2004",61,334,0.026372676,0.144401211,0.12239848659232,0.115413252341154,0.129383720843485
"12",2004,12,2205,337,0.152834467,12,"20/03/2004",38,299,0.01723356,0.135600907,0.119662951239124,0.113099791521283,0.126226110956965
"13",2004,13,2264,366,0.161660777,13,"27/03/2004",58,308,0.025618375,0.136042403,0.116583602222394,0.110463213197186,0.122703991247602
"14",2004,14,2967,427,0.143916414,14,"03/04/2004",74,353,0.024941018,0.118975396,0.113206065643327,0.107540094365493,0.118872036921161
"15",2004,15,3861,592,0.153328153,15,"10/04/2004",87,505,0.022533023,0.130795131,0.109580312280304,0.104370487021619,0.11479013753899
"16",2004,16,3754,527,0.140383591,16,"17/04/2004",91,436,0.02424081,0.116142781,0.105759928902419,0.100997209665502,0.110522648139336
"17",2004,17,3729,491,0.131670689,17,"24/04/2004",75,416,0.020112631,0.111558058,0.101801336853714,0.0974651465178965,0.106137527189531
"18",2004,18,3606,419,0.11619523,18,"01/05/2004",62,357,0.017193566,0.099001664,0.0977629693029362,0.0938206652628007,0.101705273343072
"19",2004,19,3525,384,0.10893617,19,"08/05/2004",58,326,0.016453901,0.09248227,0.0937044191563578,0.0901113387349943,0.0972974995777213
"20",2004,20,3737,433,0.115868344,20,"15/05/2004",71,362,0.018999197,0.096869146,0.0896855700590093,0.0863862070858231,0.0929849330321955
"21",2004,21,3758,385,0.102448111,21,"22/05/2004",63,322,0.016764236,0.085683874,0.0857657231562901,0.0826967130494902,0.0888347332630899
"22",2004,22,3760,420,0.111702128,22,"29/05/2004",73,347,0.019414894,0.092287234,0.0820027323497332,0.0790980137356133,0.084907450963853
"23",2004,23,3587,387,0.107889601,23,"05/06/2004",71,316,0.019793699,0.088095902,0.0784521606568457,0.0756497186466417,0.0812546026670497
"24",2004,24,3739,370,0.09895694,24,"12/06/2004",63,307,0.016849425,0.082107515,0.0751664699771964,0.0724149067085402,0.0779180332458526
"25",2004,25,3652,317,0.086801752,25,"19/06/2004",60,257,0.016429354,0.070372399,0.0721942560797861,0.0694571599516929,0.0749313522078792
"26",2004,26,3617,334,0.09234172,26,"26/06/2004",61,273,0.016864805,0.075476915,0.0695795399673074,0.0668366540507765,0.0723224258838383
"27",2004,27,3679,373,0.101386246,27,"03/07/2004",74,299,0.020114161,0.081272085,0.067361125950799,0.0646067078953125,0.0701155440062855
"28",2004,28,3580,313,0.087430168,28,"10/07/2004",52,261,0.01452514,0.072905028,0.0655720357954108,0.0628114826353721,0.0683325889554496
"29",2004,29,3815,320,0.083879423,29,"17/07/2004",73,248,0.019134993,0.065006553,0.0642390271887097,0.0614847132783405,0.0669933410990788
"30",2004,30,3886,335,0.086206897,30,"24/07/2004",67,268,0.017241379,0.068965517,0.0633822035533414,0.0606490456630403,0.0661153614436425
"31",2004,31,3802,322,0.084692267,31,"31/07/2004",57,265,0.014992109,0.069700158,0.0630147208938599,0.0603156291688775,0.0657138126188423
"32",2004,32,3888,337,0.086676955,32,"07/08/2004",67,270,0.01723251,0.069444444,0.0631425959525558,0.0604838273200642,0.0658013645850473
"33",2004,33,3647,288,0.078969016,33,"14/08/2004",58,230,0.015903482,0.063065533,0.0637646184718055,0.0611411562831876,0.0663880806604233
"34",2004,34,3772,291,0.077147402,34,"21/08/2004",54,237,0.014316013,0.062831389,0.0648723688423524,0.0622638424965212,0.0674808951881835
"35",2004,35,3584,259,0.072265625,35,"28/08/2004",52,206,0.014508929,0.057477679,0.0664503408801693,0.063818604428711,0.0690820773316276
"36",2004,36,3637,281,0.077261479,36,"04/09/2004",54,227,0.014847402,0.062414078,0.0684761679415386,0.0657660369866211,0.071186298896456
"37",2004,37,3883,288,0.074169457,37,"11/09/2004",45,243,0.011588978,0.062580479,0.0709209490790824,0.0680649378110858,0.0737769603470789
"38",2004,38,3808,361,0.09480042,38,"18/09/2004",59,302,0.015493697,0.079306723,0.0737496704826551,0.0706756890970024,0.0768236518683079
"39",2004,39,3976,396,0.099597586,39,"25/09/2004",68,328,0.017102616,0.08249497,0.0769217160595395,0.0735610591722839,0.0802823729467952
"40",2004,40,3774,411,0.108903021,40,"02/10/2004",58,355,0.015368309,0.094064653,0.0803914597085378,0.0766846981836289,0.0840982212334467
"41",2004,41,3661,393,0.107347719,41,"09/10/2004",53,340,0.014476919,0.0928708,0.0841089306512682,0.0800089964652194,0.088208864837317
"42",2004,42,3632,416,0.114537445,42,"16/10/2004",64,352,0.017621145,0.0969163,0.0880205421186384,0.0834936342084833,0.0925474500287934
"43",2004,43,3562,428,0.120157215,43,"23/10/2004",58,370,0.016282987,0.103874228,0.0920698727666052,0.0870951393280694,0.0970446062051411
"44",2004,44,3625,415,0.114482759,44,"30/10/2004",67,349,0.018482759,0.096275862,0.0961984894264214,0.0907671896100898,0.101629789242753
"45",2004,45,3614,455,0.125899281,45,"06/11/2004",67,388,0.018539015,0.107360266,0.100346799191815,0.0944613153463168,0.106232283037314
"46",2004,46,3533,448,0.126804416,46,"13/11/2004",62,386,0.017548825,0.10925559,0.104454918417756,0.0981277682348894,0.110782068600623
"47",2004,47,3630,514,0.141597796,47,"20/11/2004",59,455,0.016253444,0.125344353,0.108463545958844,0.101716432755444,0.115210659162245
"48",2004,48,3510,486,0.138461538,48,"27/11/2004",66,419,0.018803419,0.119373219,0.112314827913547,0.105177722960159,0.119451932866935
"49",2004,49,3426,494,0.144191477,49,"04/12/2004",65,431,0.018972563,0.125802685,0.115953201264358,0.108463439903498,0.123442962625217
"50",2004,50,3506,444,0.126640046,50,"11/12/2004",55,389,0.015687393,0.110952653,0.119326204111707,0.111527578312181,0.127124829911232
"51",2004,51,3260,449,0.137730061,51,"18/12/2004",51,398,0.015644172,0.12208589,0.122385240686593,0.114327075787845,0.130443405585342
"52",2004,52,3113,469,0.150658529,52,"25/12/2004",64,405,0.020558946,0.130099582,0.125086289986325,0.116822499063463,0.133350080909188
"53",2005,1,731,98,0.134062927,53,"01/01/2005",81,570,0.110807114,0.779753762,0.127390547699864,0.118978661946751,0.135802433452977
"54",2005,2,4734,579,0.122306717,54,"08/01/2005",85,494,0.017955218,0.1043515,0.129264992062059,0.120765169527833,0.137764814596286
"55",2005,3,4408,532,0.120689655,55,"15/01/2005",73,457,0.016560799,0.103675136,0.130682865385345,0.122156883335071,0.139208847435618
"56",2005,4,4171,566,0.135698873,56,"22/01/2005",88,478,0.021098058,0.114600815,0.131624064247074,0.123134302469121,0.140113826025027
"57",2005,5,4341,627,0.144436766,57,"29/01/2005",88,539,0.020271827,0.124164939,0.132075432642693,0.123683856310753,0.140467008974633
"58",2005,6,4998,932,0.18647459,58,"05/02/2005",166,764,0.033213285,0.152861144,0.132030953829912,0.123798105128985,0.140263802530838
"59",2005,7,5100,979,0.191960784,59,"12/02/2005",164,811,0.032156863,0.159019608,0.131491838066353,0.12347584574757,0.139507830385137
"60",2005,8,5157,1048,0.203218926,60,"19/02/2005",163,884,0.031607524,0.171417491,0.130466504961275,0.122722120289075,0.138210889633475
"61",2005,9,4975,956,0.192160804,61,"26/02/2005",122,831,0.024522613,0.167035176,0.128970460698703,0.121548126827814,0.136392794569591
"62",2005,10,4706,900,0.191245219,62,"05/03/2005",155,744,0.032936677,0.158096048,0.127026071922356,0.119971031453509,0.134081112391202
"63",2005,11,4787,809,0.168999373,63,"12/03/2005",115,693,0.024023397,0.144767078,0.124662239579611,0.118013681665954,0.131310797493268
"64",2005,12,4593,767,0.166993251,64,"19/03/2005",94,672,0.020465926,0.146309602,0.121913977480614,0.115704221058805,0.128123733902423
"65",2005,13,4918,788,0.160227735,65,"26/03/2005",98,688,0.0199268,0.139894266,0.118821901718082,0.113075604789188,0.124568198646976
"66",2005,14,4736,570,0.12035473,66,"02/04/2005",82,487,0.017314189,0.102829392,0.115431638393213,0.110165014368287,0.120698262418139
"67",2005,15,4750,565,0.118947368,67,"09/04/2005",74,490,0.015578947,0.103157895,0.111793158284389,0.107013169302705,0.116573147266073
"68",2005,16,4968,614,0.123590982,68,"16/04/2005",89,524,0.017914654,0.10547504,0.107960048160702,0.103663533938252,0.112256562383152
"69",2005,17,4912,581,0.118281759,69,"23/04/2005",73,509,0.014861564,0.103623779,0.103988729366195,0.100161426257488,0.107816032474902
"70",2005,18,4556,563,0.12357331,70,"30/04/2005",46,517,0.010096576,0.113476734,0.0999376350696158,0.0965530665360287,0.103322203603203
"71",2005,19,4815,511,0.106126687,71,"07/05/2005",50,459,0.010384216,0.095327103,0.0958663581772356,0.0928846913417362,0.0988480250127351
"72",2005,20,4948,589,0.119037995,72,"14/05/2005",75,515,0.015157639,0.104082458,0.0918347823340856,0.0892020543575796,0.0944675103105915
"73",2005,21,4823,568,0.117769023,73,"21/05/2005",75,492,0.015550487,0.102011196,0.0879022086855647,0.0855509365056309,0.0902534808654984
"74",2005,22,4928,569,0.115462662,74,"28/05/2005",85,483,0.017248377,0.098011364,0.0841264911332061,0.0819793622986548,0.0862736199677573
"75",2005,23,4870,429,0.088090349,75,"04/06/2005",70,354,0.014373717,0.072689938,0.080563192694517,0.0785411739767053,0.0825852114123286
"76",2005,24,4879,356,0.072965772,76,"11/06/2005",59,297,0.012092642,0.06087313,0.077264775269066,0.0752982663430583,0.0792312841950737
"77",2005,25,4787,423,0.08836432,77,"18/06/2005",66,357,0.013787341,0.074576979,0.0742798346258541,0.072318180852161,0.0762414883995471
"78",2005,26,4684,325,0.069385141,78,"25/06/2005",57,268,0.012169086,0.057216055,0.0716523917675738,0.0696676029154886,0.073637180619659
"79",2005,27,5040,416,0.082539683,79,"02/07/2005",81,335,0.016071429,0.066468254,0.0694212510052637,0.0674058895768159,0.0714366124337115
"80",2005,28,5049,455,0.090116855,80,"09/07/2005",89,366,0.017627253,0.072489602,0.0676194341040739,0.0655813400280626,0.0696575281800852
"81",2005,29,5043,429,0.085068412,81,"16/07/2005",70,356,0.013880627,0.070592901,0.0662736987515711,0.0642298725321179,0.0683175249710243
"82",2005,30,5212,487,0.093438219,82,"23/07/2005",77,410,0.014773599,0.07866462,0.0654041483704012,0.0633747353946045,0.0674335613461978
"83",2005,31,4994,402,0.080496596,83,"30/07/2005",64,338,0.012815378,0.067681217,0.065023938965118,0.0630263150352988,0.0670215628949372
"84",2005,32,5087,435,0.08551209,84,"06/08/2005",83,351,0.0163161,0.06899941,0.0651390872780123,0.063181735684292,0.0670964388717326
"85",2005,33,5211,409,0.078487814,85,"13/08/2005",88,320,0.016887354,0.061408559,0.0657483830514603,0.0638245081416466,0.067672257961274
"86",2005,34,4716,363,0.07697201,86,"20/08/2005",72,289,0.015267176,0.061280746,0.0668434066762055,0.0649251849632472,0.0687616283891639
"87",2005,35,4753,344,0.072375342,87,"27/08/2005",72,272,0.015148327,0.057227015,0.0684086519682209,0.0664445905968266,0.0703727133396151
"88",2005,36,6475,484,0.074749035,88,"03/09/2005",82,402,0.012664093,0.062084942,0.0704217522837884,0.068340261827749,0.0725032427398278
"89",2005,37,6671,584,0.087543097,89,"10/09/2005",103,482,0.015439964,0.072253036,0.0728538066755307,0.0705732630602112,0.0751343502908501
"90",2005,38,6777,674,0.099454036,90,"17/09/2005",104,574,0.015346023,0.084698244,0.0756698013333018,0.073110553839565,0.0782290488270385
"91",2005,39,6875,742,0.107927273,91,"24/09/2005",82,658,0.011927273,0.095709091,0.0788291201643845,0.0759221032108577,0.0817361371179113
"92",2005,40,6611,742,0.11223718,92,"01/10/2005",87,654,0.013159885,0.098926032,0.0822861370675811,0.0789765739236761,0.0855957002114861
"93",2005,41,7019,838,0.119390227,93,"08/10/2005",95,741,0.013534692,0.105570594,0.0859908812645099,0.0822386781630708,0.089743084365949
