"","fit","lwr","upr"
"138",0.0837285977683586,0.0818453816243604,0.0856118139123569
"139",0.0849161995877171,0.0829666494083037,0.0868657497671305
"140",0.0865293282072695,0.0844257807851517,0.0886328756293873
"141",0.0885448995133264,0.086191458201905,0.0908983408247478
"142",0.0909339578561541,0.0882412121445438,0.0936267035677645
"143",0.09366209828855,0.0905555611543443,0.0967686354227558
"144",0.096689968267446,0.0931123727716289,0.100267563763263
"145",0.0999738415026011,0.0958843433646796,0.104063339640523
"146",0.103466255584375,0.0988387889359747,0.108093722232776
"147",0.107116704092539,0.101938411813581,0.112294996371497
"148",0.11087237309361,0.105142318825562,0.116602427361657
"149",0.11467891128693,0.108407032233131,0.120950790340729
"150",0.118481222569019,0.111687432688763,0.125275012449275
"151",0.122224269458826,0.114937634483495,0.129510904434157
"152",0.125853875668138,0.118111804562963,0.133595946773312
"153",0.129317516113857,0.121164933989535,0.13747009823818
"154",0.132565082851989,0.124053565500554,0.141076600203425
"155",0.135549615764297,0.126736476696276,0.144362754832318
"156",0.138227987342573,0.129175315641013,0.147280659044133
"157",0.14056153158482,0.131335184054219,0.149787879115422
"158",0.142516607832634,0.133185162495944,0.151848053169323
"159",0.144065091327748,0.134698771761355,0.153431410894141
"160",0.145184783334346,0.135854364909561,0.154515201759132
"161",0.145859734846617,0.136635444832995,0.155084024860239
"162",0.146080479161169,0.13703090292835,0.155130055393988
"163",0.145844169922888,0.137035175179306,0.15465316466647
"164",0.145154622631201,0.136648312730007,0.153660932532395
"165",0.144022259001504,0.135875964734084,0.152168553268923
"166",0.142463954993083,0.134729271803795,0.150198638182371
"167",0.140502794719628,0.133224668616358,0.147780920822897
"168",0.138167733830872,0.13138359395956,0.144951873702184
"169",0.135493177274019,0.129232105434947,0.141754249113091
"170",0.132518477592136,0.126800393828585,0.138236561355687
"171",0.129287361075464,0.124122188508961,0.134452533641968
"172",0.125847290133644,0.121234040472265,0.130460539795023
"173",0.122248771186904,0.11817446689186,0.126323075481949
"174",0.118544618168728,0.114982952314606,0.12210628402285
"175",0.114789182379772,0.11169886458314,0.117879500176404
"176",0.111037559923518,0.108360551938306,0.113714567908731
"177",0.107344788281017,0.10500538633501,0.109684190227024
"178",0.103765043740481,0.10167218223576,0.105857905245202
"179",0.100350851385008,0.0984068547426839,0.102294848027331
"180",0.0971523191585924,0.0952681746557044,0.0990364636614803
"181",0.0942164071794714,0.0923266808893002,0.0961061334696426
"182",0.0915862429558529,0.0896554273965032,0.0935170585152026
"183",0.089300492489733,0.087320001806512,0.091280983172954
"184",0.0873927964395177,0.0853733793300582,0.0894122135489771
"185",0.0858912795634718,0.0838547841639718,0.0879277749629718
"186",0.0848181405974119,0.0827899097785903,0.0868463714162334
"187",0.0841893285471504,0.0821909806096167,0.0861876764846842
"188",0.0840143101160777,0.0820562796415815,0.0859723405905739
"189",0.0842959316593085,0.0823695868526481,0.0862222764659689
"190",0.0850303776774157,0.0831010021529141,0.0869597532019172
"191",0.0862072264550034,0.0842114934225716,0.0882029594874352
"192",0.0878096020327851,0.0856616769094019,0.0899575271561683
"193",0.0898144202970712,0.0874198158564642,0.0922090247376783
"194",0.0921927255981282,0.0894626240195432,0.0949228271767132
"195",0.0949101129887533,0.0917699419075004,0.0980502840700061
"196",0.0979272299258786,0.0943192886230257,0.101535171228731
"197",0.101200350119263,0.097083259541974,0.105317440696552
"198",0.104682011159266,0.100029192611642,0.109334829706891
"199",0.108321706625659,0.103119855588713,0.113523557662606
"200",0.112066622584959,0.106314426930346,0.117818818239572
"201",0.115862407736509,0.109569492714784,0.122155322758235
"202",0.119653965976827,0.112839985974893,0.126467945978761
"203",0.123386259824863,0.116080062300734,0.130692457348992
"204",0.127005112992404,0.119243920421615,0.134766305563194
"205",0.130458000396353,0.122286575365698,0.138629425427008
"206",0.133694814092714,0.125164587482217,0.142225040703212
"207",0.136668593963252,0.127836746775133,0.14550044115137
"208",0.139336212499757,0.130264709345454,0.148407715654059
"209",0.141659003700233,0.132413581158414,0.150904426242053
"210",0.143603326906276,0.13425244357795,0.152954210234602
"211",0.145141057359619,0.135754814910343,0.154527299808896
"212",0.146249996324447,0.136899042395964,0.15560095025293
"213",0.146914194794947,0.137668619554752,0.156159770035142
"214",0.147124186067728,0.138052424430635,0.156195947704822
"215",0.146877123787677,0.138044875012588,0.155709372562765
"216",0.146176823454219,0.137645998859229,0.154707648049208
"217",0.145033706782751,0.136861414636943,0.153205998928559
"218",0.143464649732559,0.135702223795706,0.151227075669412
"219",0.141492736417333,0.134184810815724,0.148800662018943
"220",0.139146922486807,0.132330550176404,0.145963294797211
"221",0.136461612888183,0.130165417187472,0.142757808588894
"222",0.133476160164529,0.127719497830377,0.139232822498682
"223",0.130234290606087,0.1250263897487,0.135442191463474
"224",0.126783466622496,0.122122483460658,0.131444449784334
"225",0.123174194633986,0.119046114132918,0.127302275135053
"226",0.119459288574038,0.115836594345666,0.12308198280241
"227",0.115693099743312,0.112533217096553,0.11885298239007
"228",0.111930724245287,0.109174541825241,0.114686906665333
"229",0.108227199561015,0.105798736813841,0.11065566230819
"230",0.104636701978708,0.10244619823485,0.106827205722566
"231",0.101211756581464,0.0991647620011483,0.10325875116178
"232",0.0980024713132782,0.0960142085044329,0.0999907341221235
"233",0.0950558062923864,0.0930643840768766,0.0970472285078962
"234",0.0924148890269973,0.0903866559875462,0.0944431220664484
"235",0.0901183855191066,0.0880450843226517,0.0921916867155615
"236",0.0881999364271205,0.0860917375227701,0.090308135331471
"237",0.086687666509304,0.0845654596745699,0.088809873344038
"238",0.0856037745014733,0.0834918965811517,0.0877156524217949
"239",0.0849642094094411,0.0828834571831114,0.0870449616357709
"240",0.0847784379365976,0.0827388522274556,0.0868180236457396
"241",0.0850493064380577,0.0830425980408434,0.0870560148352719
"242",0.0857729994143942,0.0837657983460524,0.0877802004827359
"243",0.0869390951502111,0.0848702949977123,0.0890078953027099
"244",0.088530717686222,0.0863167657297279,0.0907446696427162
"245",0.0905247829087374,0.0880725157885256,0.0929770500289493
"246",0.0928923351680237,0.0901129569969657,0.0956717133390816
"247",0.095598969516878,0.092417030415432,0.098780908618324
"248",0.0986053334122326,0.0949619172689384,0.102248749555527
"249",0.101867700563846,0.0977202333055898,0.106015167822102
"250",0.105338608562079,0.100659482173764,0.110017734950393
"251",0.108967550986701,0.103742624379326,0.114192477594076
"252",0.11270171390423,0.106929011112198,0.118474416696262
"253",0.11648674601401,0.110175369033658,0.122798122994361
"254",0.120267551212557,0.113436740990829,0.127098361434284
"255",0.123989092018822,0.116667366911523,0.131310817126121
"256",0.127597192144592,0.11982150994701,0.135372874342174
"257",0.131039326506771,0.122854234337813,0.139224418675728
"258",0.134265387161361,0.125722138110134,0.142808636212587
"259",0.137228413990127,0.128384040178004,0.146072787802251
"260",0.139885279484862,0.130801618838182,0.148968940131541
"261",0.142197317643568,0.132939997047919,0.151454638239216
"262",0.144130887807839,0.134768269066305,0.153493506549374
"263",0.145657865219412,0.136259962804758,0.155055767634066
"264",0.146756051142469,0.137393432400935,0.156118669884004
"265",0.147409496571198,0.13815217597555,0.156666817166847
"266",0.147608734802209,0.13852507415553,0.156692395448888
"267",0.147350919480386,0.138506545668263,0.15619529329251
"268",0.146639866105158,0.138096617053931,0.155183115156384
"269",0.145485996391919,0.137300904222962,0.153671088560876
"270",0.143906186299957,0.136130504102375,0.151681868497539
"271",0.14192351994296,0.134601794835661,0.14924524505026
"272",0.139566952970663,0.132736142748936,0.146397763192391
"273",0.136870890330269,0.130559513349917,0.14318226731062
"274",0.133874684564844,0.128101981772812,0.139647387356876
"275",0.130622061964631,0.125397135357256,0.135846988572005
"276",0.127160484939269,0.122481358550955,0.131839611327583
"277",0.123540459908988,0.119392992650732,0.127687927167244
"278",0.11981480080727,0.116171384663976,0.123458216950564
"279",0.116037858934773,0.112855919833327,0.119219798036218
"280",0.112264730394977,0.10948535222392,0.115044108566035
"281",0.108550452668935,0.106098185548723,0.111002719789147
"282",0.104949202044857,0.102735250088363,0.107163154001351
"283",0.101513503605842,0.0994447034533435,0.103582303758341
"284",0.0982934652958854,0.0962862642275437,0.100300666364227
"285",0.0953360472332229,0.0933293388360087,0.0973427556304371
"286",0.092684376926063,0.090644791216921,0.0947239626352049
"287",0.0903771203764016,0.0882963681500719,0.0924578726027314
"288",0.0884479182426448,0.0863360403223232,0.0905597961629664
"289",0.0869248952830575,0.0848026884483234,0.0890471021177915
"290",0.085830250233456,0.0837220513291055,0.0879384491378065
"291",0.0851799320996531,0.0831066309031982,0.087253233296108
"292",0.0849834075850388,0.0829551745455878,0.0870116406244899
"293",0.0852435230447282,0.0832521008292184,0.087234945260238
"294",0.0859564629792939,0.0839682001704486,0.0879447257881392
"295",0.0871118056733401,0.0850648110930241,0.0891588002536562
"296",0.0886926751675803,0.0865021714237223,0.0908831789114383
"297",0.090675987348325,0.0882475246011504,0.0931044500954997
"298",0.0930327865658404,0.0902766041457945,0.0957889689858863
"299",0.0957286678729241,0.0925687852261657,0.0988885505196825
"300",0.0987242787265079,0.0951015844981358,0.10234697295488
"301",0.101975892836351,0.0978478123352835,0.106103973337418
"302",0.105436047792813,0.100775064630975,0.110097030954651
"303",0.109054237175664,0.103846336318277,0.114262138033051
"304",0.112777647051423,0.10702098471727,0.118534309385575
"305",0.116551926119431,0.11025573041872,0.122848121820142
"306",0.120321978276208,0.113505605965804,0.127138350586611
"307",0.124032766040702,0.116724840439093,0.131340691642312
"308",0.127630113124702,0.119867687187849,0.135392539061555
"309",0.131061494445109,0.122889202299301,0.139233786590917
"310",0.134276802057929,0.125745977462939,0.142807626652918
"311",0.137229075844924,0.128396827069836,0.146061324620013
"312",0.139875188297888,0.130803426660795,0.148946949934981
"313",0.142176473414823,0.132930898174628,0.151422048655019
"314",0.144099290537324,0.134748336608842,0.153450244465807
"315",0.145615514907126,0.13622927245785,0.155001757356403
"316",0.146702947788413,0.137352064460087,0.156053831116738
"317",0.147345640175371,0.138100217633552,0.15659106271719
"318",0.147534125364611,0.138462622210308,0.156605628518914
"319",0.147265557001018,0.138433709812899,0.156097404189136
"320",0.146543750584018,0.138013523973521,0.155073977194516
"321",0.145379127829009,0.137207702798354,0.153550552859664
"322",0.143788564695276,0.136027372124486,0.151549757266065
"323",0.141795145296509,0.134488947772379,0.149101342820638
"324",0.139427825282441,0.132613845280507,0.146241805284375
"325",0.136721009600276,0.13042809457855,0.143013924622001
"326",0.13371405079308,0.127961855138467,0.139466246447693
"327",0.130450675151096,0.125248824114149,0.135652526188043
"328",0.126978345083964,0.122325526536339,0.131631163631588
"329",0.123347567011912,0.119230476434623,0.127464657589201
"330",0.119611154868423,0.11600321356557,0.123219096171276
"331",0.115823459954155,0.112683288872902,0.118963631035408
"332",0.112039578372589,0.109309476794004,0.114769679951174
"333",0.108314547604776,0.105919943164169,0.110709152045383
"334",0.104702543938927,0.102554618815544,0.10685046906231
"335",0.101256092458142,0.0992603594257098,0.103251825490573
"336",0.0980253011064141,0.0960959255819125,0.0999546766309156
"337",0.0950571300019809,0.0931307851953205,0.0969834748086413
"338",0.0923947066530501,0.0904366761785539,0.0943527371275463
"339",0.090076697061618,0.0880783491240843,0.0920750449991518
"340",0.0881367418860905,0.0861085110672689,0.090164972704912
"341",0.0866029658847324,0.0845664704852325,0.0886394612842324
"342",0.0854975677933602,0.0834781506839007,0.0875169849028196
"343",0.0848364966177865,0.0828560059345655,0.0868169873010075
"344",0.0846292190614015,0.0826984035020518,0.0865600346207512
"345",0.0848785814793201,0.0829888551891489,0.0867683077694914
"346",0.0855807683721151,0.0836966238692272,0.087464912875003
"347",0.0867253580243906,0.0847813613820669,0.0886693546667143
"348",0.0882954744768599,0.0862026129721393,0.0903883359815806
"349",0.090268033615834,0.0879286316698269,0.0926074355618411
"350",0.0926140797915786,0.0899370718063658,0.0952910877767914
"351",0.0952992080568915,0.0922088902602593,0.0983895258535237
"352",0.0982840658687044,0.0947224000145822,0.101845731722827
"353",0.101524926936777,0.0974506226417319,0.105599231231821
"354",0.104974328851468,0.100361079190089,0.109587578512847
"355",0.108581765192548,0.103416592626045,0.113746937759052
"356",0.112294422026537,0.106576338262986,0.118012505790087
"357",0.116057948052774,0.109796876213702,0.122319019891846
"358",0.11981724716778,0.113033107296468,0.126601387039092
"359",0.123517281890503,0.116239155787234,0.130795407993773
"360",0.127103875932733,0.119369192743445,0.134838559122021
"361",0.130524504211369,0.12237820994395,0.138670798478789
"362",0.133729058782418,0.125222748881224,0.142235368683612
"363",0.136670579527643,0.127861584784061,0.145479574271225
"364",0.139305938938836,0.130256362706016,0.148355515171655
"365",0.141596471014,0.132372181000379,0.150820761027622
"366",0.143508535094731,0.134178116669945,0.152838953519516
"367",0.145014006422762,0.135647686856369,0.154380325989155
"368",0.146090686262278,0.136759240925588,0.155422131598967
"369",0.146722625607465,0.137496278076864,0.155948973138066
"370",0.146900357754934,0.137847686053374,0.155953029456494
"371",0.14662103634957,0.137807897281549,0.155434175417592
"372",0.1458884768908,0.137376959539365,0.154399994242236
"373",0.14471310109402,0.136560518969697,0.152865683218343
"374",0.143111784918516,0.135369713813342,0.150853856023691
"375",0.141107612477978,0.133820977502647,0.148394247453309
"376",0.13872953942214,0.131935749541884,0.145523329302396
"377",0.136011970698204,0.129740091644404,0.142283849752003
"378",0.132994258849237,0.12726420458119,0.138724313117285
"379",0.129720130165483,0.124541837886525,0.134898422444441
"380",0.12623704705658,0.121609580408179,0.13086451370498
"381",0.122595515942757,0.118506017804836,0.126685014080678
"382",0.118848350757497,0.11527075526168,0.122425946253315
"383",0.115049902801459,0.111943365667253,0.118156439935665
"384",0.111255268178122,0.108562522466512,0.113948013889732
"385",0.107519484368538,0.105166043057116,0.109872925679959
"386",0.103896727660919,0.101793180238801,0.106000275083037
"387",0.100439523138362,0.098489972958949,0.102389073317776
"388",0.0971979787448641,0.0953147626008658,0.0990811948888623
"389",0.0942190545986601,0.0923373387070365,0.0961007704902837
"390",0.0915458782079588,0.089630188470391,0.0934615679455266
"391",0.0892171155747557,0.0872587254984318,0.0911755056510795
"392",0.0872664073574575,0.085276030354521,0.089256784360394
"393",0.0857218783143287,0.0837215429632614,0.087722213665396
"394",0.0846057271811858,0.0826211657807769,0.0865902885815947
"395",0.0839339029638413,0.0819872248222391,0.0858805811054436
"396",0.0837158723656856,0.0818178470437706,0.0856138976876006
"397",0.0839544817418334,0.0820961701707791,0.0858127933128877
"398",0.0846459155928577,0.0827909958295663,0.0865008353561492
"399",0.0857797522033624,0.0838616590000636,0.0876978454066612
"400",0.0873391156140611,0.0852678569130324,0.0894103743150898
"401",0.0893009217112642,0.0869784514012471,0.0916233920212813
"402",0.0916362148452384,0.0889717299162637,0.094300699774213
"403",0.0943105900687804,0.0912289829670096,0.0973921971705512
"404",0.0972846948388227,0.0937285757745913,0.100840813903054
"405",0.100514802865124,0.0964434445284846,0.104586161201763
"406",0.103953451738045,0.0993409898339908,0.108565913642098
"407",0.107550135037354,0.102383923156006,0.112716346918703
"408",0.111252038829572,0.105531329060515,0.116972748598628
"409",0.115004811814039,0.108739697030816,0.121269926597261
"410",0.118753357887274,0.111963873320452,0.125542842454096
"411",0.122442639568227,0.115157939484268,0.129727339652185
"412",0.126018480568685,0.118276032201849,0.13376092893552
"413",0.129428355805551,0.121273114511045,0.137583597100056
"414",0.132622157334829,0.124105702733566,0.141138611936092
"415",0.135552925038283,0.126732548886522,0.144373301190044
"416",0.138177531407705,0.129115275455153,0.147239787360257
"417",0.140457310441099,0.131218957718152,0.149695663164046
"418",0.142358621480058,0.133012648007647,0.15170459495247
"419",0.143853339766319,0.134469836075085,0.153236843457553
"420",0.144919266564064,0.135568839928319,0.154269693199809
"421",0.145540452867481,0.136293121968224,0.154787783766737
"422",0.145707431973179,0.136631525884607,0.154783338061751
"423",0.145417357526044,0.136578430488686,0.154256284563403
"424",0.144674045025503,0.136133817385087,0.15321427266592
"425",0.143487916186952,0.135303250035824,0.151672582338081
"426",0.141875846969678,0.134097762239487,0.149653931699869
"427",0.139860921487369,0.132533654210065,0.147188188764673
"428",0.13747209538976,0.130632194126315,0.144311996653205
"429",0.134743773624053,0.128419222053566,0.141068325194541
"430",0.131715308733316,0.125924651420417,0.137505966046216
"431",0.128430427007791,0.123181861109361,0.13367899290622
"432",0.124936590857117,0.120226970555987,0.129646211158247
"433",0.121284306701524,0.11709799736757,0.125470616035477
"434",0.117526388474493,0.113833929749292,0.121218847199695
"435",0.113717187476684,0.110473846997102,0.116960527956266
"436",0.109911799811576,0.107056463524791,0.112767136098362
"437",0.106165262960222,0.103620874832714,0.108709651087729
"438",0.102531753210831,0.100209447437642,0.104854058984021
"439",0.0990637956465045,0.0968725047623911,0.101255086530618
"440",0.0958114982112354,0.0936713503449139,0.097951646077557
"441",0.0928218210232609,0.0906753659208643,0.0949682761256574
"442",0.0901378915907885,0.0879540867633053,0.0923216964182718
"443",0.0877983759158149,0.0855696394969564,0.0900271123346735
"444",0.0858369146567459,0.0835727113997939,0.0881011179136979
"445",0.0842816325718463,0.0820013485498555,0.0865619165938371
"446",0.0831547283969326,0.0808808396912255,0.0854286171026398
"447",0.0824721511378175,0.0802236251036151,0.08472067717202
"448",0.082243367497891,0.0800289510943055,0.0844577839014766
"449",0.0824712238322682,0.0802826190897245,0.0846598285748118
"450",0.0831519046415216,0.0809578830361635,0.0853459262468797
"451",0.0842749882102556,0.0820190346802995,0.0865309417402117
"452",0.0858235985791836,0.0834280604810899,0.0882191366772773
"453",0.0877746516346161,0.0851513520936752,0.0903979511755569
"454",0.0900991917268192,0.0871618737288728,0.0930365097247656
"455",0.0927628139085906,0.089436187026532,0.0960894407906493
"456",0.0957261656368622,0.0919500238714746,0.0995023074022499
"457",0.0989455206213928,0.0946754226830098,0.103215618559776
"458",0.102373416452542,0.0975798226340176,0.107167010271067
"459",0.105959346710082,0.100626343152107,0.111292350268057
"460",0.109650497460528,0.103774558254169,0.115526436666888
"461",0.113392517403224,0.106981410163355,0.119803624643094
"462",0.117130310434689,0.110202124361758,0.124058496507619
"463",0.120808839073871,0.113391084944144,0.128226593203598
"464",0.124373927032558,0.116502662879819,0.132245191185297
"465",0.127773049227653,0.119491998142891,0.136054100312416
"466",0.130956097715161,0.122315736582651,0.139596458847671
"467",0.133876112376844,0.124932720306156,0.142819504447533
"468",0.136489965704496,0.127304628336032,0.145675303072959
"469",0.138758991696119,0.129396562910878,0.14812142048136
"470",0.140649549693308,0.131177576025236,0.150121523361379
"471",0.142133514937797,0.13262113054035,0.151645899335244
"472",0.143188688693771,0.133705490303382,0.152671887084161
"473",0.143799121955417,0.134414034077071,0.153184209833764
"474",0.143955348019345,0.134735488609029,0.153175207429661
"475",0.14365452053044,0.13466407677828,0.152644964282599
"476",0.142900454988128,0.134199577371977,0.15160133260428
"477",0.141703573107806,0.13334729359777,0.150059852617842
"478",0.140080750848761,0.132117927868226,0.148043573829296
"479",0.138055072324682,0.130527360679808,0.145582783969556
"480",0.135655493185302,0.128596331633599,0.142714654737005
"481",0.132916418377824,0.126350021172994,0.139482815582654
"482",0.129877200445316,0.123817533497147,0.135936867393486
"483",0.126581565678021,0.12103128695785,0.132131844398191
"484",0.123076976485575,0.118026333882844,0.128127619088307
"485",0.119413939288212,0.114839668576408,0.123988210000015
"486",0.11564526801941,0.111509657565777,0.119780878473044
"487",0.11182531397983,0.108075850287436,0.115574777672224
"488",0.108009173272952,0.104579551629544,0.11143879491636
"489",0.104251883379827,0.101065449621882,0.107438317137771
"490",0.100607620588666,0.0975839445759106,0.103631296601421
"491",0.0971289099825678,0.0941926982228632,0.100065121742272
"492",0.0938658595055282,0.0909555431142783,0.0967761758967781
"493",0.0908654292757827,0.0879384490589408,0.0937924094926247
"494",0.08817074680154,0.0852043754079569,0.091137118195123
"495",0.0858204780847953,0.0828091184712507,0.08883183769834
"496",0.0838482637839557,0.0807988967646309,0.0868976308032805
"497",0.0822822286572854,0.0792092579998084,0.0853551993147623
"498",0.081144571440601,0.0780646396916205,0.0842245031895815
"499",0.0804512411397151,0.0773781542881875,0.0835243279912426
"500",0.0802117044580178,0.0771514839411862,0.0832719249748495
